id_typ_pojazdu,id_marki,id_modelu,id_wymagana_kat_p_j,przebieg,rodz_paliwa,nr_rejestr
3,7,6,14,241345.72372,olej,WI50888
3,1,3,15,111930.210463,benzyna,WI19113
3,3,13,5,144167.62305,benzyna,WI53666
3,8,7,1,42259.5457899,ropa,WI90156
3,8,13,9,274879.944495,benzyna,WI22035
3,1,0,10,82867.5064143,ropa,WI69058
3,0,15,8,67286.6118996,benzyna,WI42010
3,0,3,7,299350.617801,benzyna,WI18816
3,3,11,8,24127.0039434,olej,WI83631
3,4,18,2,165465.32313,ropa,WI64910
3,3,16,11,72678.9508618,olej,WI85738
3,5,7,2,186308.980293,benzyna,WI63000
3,0,16,11,73521.8485238,benzyna,WI65936
3,6,3,15,216973.434347,olej,WI22236
3,0,1,1,142842.081379,ropa,WI75799
3,4,8,10,189699.554894,benzyna,WI28480
3,3,0,14,198583.187123,gaz,WI83194
3,1,9,10,114395.016403,gaz,WI96633
3,5,5,3,290687.496651,olej,WI54685
3,7,12,2,57882.5677755,ropa,WI57186
3,0,4,0,138593.540092,ropa,WI88951
3,1,12,13,101174.330118,ropa,WI98837
3,8,5,12,108503.106539,olej,WI45376
3,3,10,2,284701.555733,benzyna,WI96500
3,2,5,8,246835.207976,gaz,WI69264
3,0,13,11,267072.275513,olej,WI32865
3,1,0,9,86017.4708361,benzyna,WI88073
3,9,7,2,159544.319317,olej,WI26423
3,8,6,1,240496.32488,ropa,WI41780
3,9,5,12,250759.261121,ropa,WI78711
3,0,4,9,150020.063034,gaz,WI34618
3,8,7,7,74260.2775715,olej,WI54117
3,8,16,10,158448.982881,gaz,WI64908
3,8,16,11,288958.0251,gaz,WI79338
3,3,7,12,75084.9066519,ropa,WI87787
3,8,7,6,41322.0947127,ropa,WI60479
3,0,12,7,62745.8356373,gaz,WI29763
3,6,1,3,190406.20618,benzyna,WI81448
3,1,10,12,47569.6410224,gaz,WI80489
3,4,12,4,219526.447354,ropa,WI53952
3,2,10,7,108278.169446,gaz,WI29650
3,8,11,10,200654.011258,benzyna,WI96511
3,9,10,2,229170.639273,benzyna,WI19119
3,9,1,12,194402.371279,olej,WI82522
3,3,0,7,169252.192891,ropa,WI51342
3,7,17,1,71637.0015049,olej,WI29123
3,2,10,13,297379.003985,ropa,WI86443
3,0,12,10,242170.605354,benzyna,WI40315
3,7,10,6,242672.181194,ropa,WI68530
3,4,12,7,8301.779933,ropa,WI63208
3,1,5,7,160015.027276,gaz,WI77301
3,1,10,10,209847.612235,gaz,WI16487
3,7,15,6,92487.0506385,benzyna,WI13806
3,4,12,6,30553.8366852,ropa,WI42254
3,6,6,11,13113.7996966,benzyna,WI30234
3,8,9,11,173391.536578,ropa,WI86695
3,0,13,1,184001.607637,ropa,WI46096
3,4,6,3,34135.1775493,gaz,WI52310
3,0,12,15,2750.57807304,benzyna,WI27408
3,7,7,1,102173.569186,gaz,WI96173
3,0,4,2,283631.310702,ropa,WI33317
3,6,14,5,216002.946697,gaz,WI60927
3,8,11,4,89549.1778012,ropa,WI34659
3,5,4,7,158092.915878,olej,WI21945
3,3,14,8,87577.0687062,ropa,WI11305
3,0,14,12,82890.2714028,gaz,WI39678
3,7,2,6,197598.85119,ropa,WI60568
3,7,10,2,159062.710884,olej,WI14575
3,6,6,12,133110.213715,benzyna,WI45388
3,1,3,4,86215.4860813,gaz,WI40002
3,5,18,4,249563.823912,olej,WI51599
3,6,10,13,114308.208894,gaz,WI89094
3,5,7,3,152887.194729,gaz,WI93838
3,7,18,15,172532.495886,ropa,WI74975
3,7,0,13,40574.3419421,ropa,WI47717
3,4,2,3,200525.689585,benzyna,WI99949
3,3,6,2,24805.8061467,gaz,WI69900
3,1,18,13,80043.0883146,ropa,WI42461
3,9,0,15,76626.0666139,gaz,WI14836
3,8,17,1,163305.750749,gaz,WI64700
3,9,17,2,71413.6602183,benzyna,WI22620
3,1,0,4,102368.296309,benzyna,WI39265
3,2,10,10,116789.873757,benzyna,WI95103
3,6,14,7,65753.8788588,benzyna,WI79441
3,8,11,14,254037.044231,gaz,WI26438
3,9,17,13,260528.70802,benzyna,WI66954
3,9,11,0,264664.814241,olej,WI62243
3,5,9,11,17326.6963887,ropa,WI99725
3,0,6,15,103898.398308,ropa,WI13246
3,1,10,9,229702.271959,benzyna,WI84107
3,7,2,14,11156.628712,ropa,WI99304
3,3,9,2,14016.543315,benzyna,WI83516
3,6,9,4,243077.621432,benzyna,WI90219
3,7,12,12,86703.3749944,benzyna,WI74123
3,8,1,4,18027.4707758,benzyna,WI97735
3,1,3,10,51431.6183804,benzyna,WI25982
3,2,5,0,275564.884707,gaz,WI77577
3,8,3,12,129856.423568,benzyna,WI68935
3,6,9,10,101154.346485,olej,WI94212
3,7,2,8,286334.829473,gaz,WI83980
3,5,10,9,270515.26057,benzyna,WI38707
3,9,4,10,199338.025248,olej,WI41305
3,1,0,5,213806.242106,olej,WI14046
3,1,11,3,216042.628017,benzyna,WI77402
3,6,11,4,281327.530561,benzyna,WI25204
3,0,16,2,3361.43376886,benzyna,WI46636
3,4,2,7,106448.069922,benzyna,WI72139
3,4,6,5,291383.973694,benzyna,WI92346
3,1,7,3,1373.53550216,ropa,WI51823
3,6,14,5,62221.1843116,benzyna,WI56605
3,3,4,11,266168.883746,ropa,WI98065
3,0,15,10,277081.14907,gaz,WI73158
3,1,4,5,41835.5108107,olej,WI53078
3,1,7,1,255398.142447,olej,WI75040
3,3,8,6,32743.7187992,ropa,WI86266
3,7,5,15,270213.46691,benzyna,WI72988
3,0,6,15,269758.013559,gaz,WI16675
3,8,9,8,21757.9414588,gaz,WI75186
3,1,4,1,265946.715292,benzyna,WI51312
3,6,6,3,152485.578024,gaz,WI22449
3,0,7,15,157640.115565,ropa,WI49180
3,2,1,4,288392.337928,gaz,WI37762
3,4,6,14,43543.3248965,gaz,WI81113
3,4,9,15,276838.938994,ropa,WI96828
3,6,5,5,148984.439954,ropa,WI38438
3,5,4,6,122466.907405,gaz,WI13741
3,7,4,6,91084.0401631,gaz,WI29559
3,2,4,15,173987.009077,gaz,WI42042
3,8,13,7,44116.5371017,olej,WI16444
3,9,3,3,156465.327785,gaz,WI50977
3,6,3,4,203251.908942,benzyna,WI53996
3,8,7,5,77341.4188141,gaz,WI60623
3,1,6,6,264000.96003,ropa,WI73483
3,5,10,15,52132.6085579,gaz,WI30393
3,5,10,4,112793.249633,benzyna,WI48482
3,8,12,2,36228.7398859,gaz,WI21745
3,0,6,1,266115.805603,olej,WI49577
3,5,10,1,76575.807352,olej,WI35981
3,1,10,7,33365.6085803,olej,WI54732
3,2,10,7,161382.081659,gaz,WI14769
3,3,4,2,208104.999262,gaz,WI57501
3,3,11,11,75285.7444462,olej,WI43070
3,9,16,7,197457.607913,benzyna,WI99535
3,7,8,9,113746.814713,gaz,WI35033
3,2,3,5,35277.9633803,ropa,WI90457
3,7,12,2,104996.561929,ropa,WI90849
3,2,2,7,135533.543826,gaz,WI71256
3,4,8,1,212803.044512,ropa,WI43129
3,0,7,9,115465.823596,benzyna,WI19228
3,5,16,5,103027.329836,olej,WI63294
3,1,14,4,175817.149828,gaz,WI91491
3,7,16,0,12867.5276608,olej,WI22062
3,2,12,7,169221.715993,olej,WI99755
3,5,5,14,37409.1878263,gaz,WI63893
3,7,3,13,93128.9651014,benzyna,WI16597
3,7,4,2,133920.85712,ropa,WI66233
3,6,10,2,227142.979997,ropa,WI44194
3,0,5,0,86804.3530709,olej,WI44719
3,1,17,6,256269.679956,gaz,WI34278
3,8,10,8,136931.868998,benzyna,WI28195
3,8,15,8,186844.279556,olej,WI38128
3,8,17,0,186546.832365,ropa,WI67561
3,7,2,13,158958.832919,ropa,WI34428
3,5,10,15,170809.791773,benzyna,WI39804
3,6,2,3,9415.2482653,benzyna,WI35999
3,3,15,0,105245.842635,ropa,WI69123
3,5,7,9,100565.793495,gaz,WI54991
3,8,11,15,96343.2789752,olej,WI52466
3,7,18,9,286775.715909,ropa,WI50246
3,3,9,5,296535.863065,benzyna,WI22793
3,5,16,1,26550.8940923,olej,WI14499
3,9,0,13,120773.247885,olej,WI28697
3,7,1,9,159525.507333,olej,WI11083
3,1,16,4,229888.763785,benzyna,WI76856
3,2,18,11,124609.986453,gaz,WI39354
3,0,5,3,173608.043093,ropa,WI69018
3,8,15,1,133433.278051,gaz,WI30599
3,2,1,0,74328.0937339,benzyna,WI54962
3,1,3,9,138656.688617,olej,WI87758
3,2,1,7,231933.822642,gaz,WI88845
3,7,15,6,132556.767062,ropa,WI39004
3,2,16,0,177699.110325,gaz,WI20197
3,4,3,10,299625.14685,gaz,WI57713
3,3,5,4,89115.7272041,ropa,WI36745
3,8,16,5,289588.451405,ropa,WI62395
3,7,5,12,51070.0313992,olej,WI78485
3,0,3,8,271864.900914,olej,WI84313
3,6,1,12,177633.74124,gaz,WI55525
3,7,4,12,174625.38133,ropa,WI72760
3,3,3,5,66990.8026534,benzyna,WI52815
3,1,13,7,91624.3741906,gaz,WI55827
3,4,2,2,291895.948672,benzyna,WI54853
3,2,13,13,119839.496224,benzyna,WI23817
3,1,8,3,215823.645626,gaz,WI50220
3,8,8,2,166970.242006,benzyna,WI96145
3,9,13,5,268410.228417,olej,WI60528
3,8,9,7,147482.684203,olej,WI65509
3,6,11,12,3822.86218275,ropa,WI75718
3,4,14,0,170247.972766,gaz,WI10420
3,2,16,11,86132.4156017,ropa,WI11437
3,9,3,0,19514.0415251,ropa,WI81013
3,4,6,11,10209.7715583,benzyna,WI90025
3,4,3,14,196073.279935,olej,WI35182
3,9,6,2,227558.466028,olej,WI42489
3,3,0,12,177439.077472,olej,WI13728
3,3,11,5,206617.569172,olej,WI74592
3,2,14,1,6139.55948313,benzyna,WI60257
3,4,16,12,195102.575718,olej,WI96137
3,8,8,2,35369.7517244,olej,WI60946
3,5,1,8,9704.42499961,ropa,WI62845
3,2,6,2,46711.0112633,benzyna,WI77344
3,3,1,12,72388.0617212,olej,WI22190
3,7,2,4,58154.2211151,gaz,WI49889
3,9,10,6,217711.940846,benzyna,WI20130
3,5,10,13,268156.962049,gaz,WI62010
3,4,12,5,29162.4219072,olej,WI30318
3,4,0,13,119252.236672,benzyna,WI22407
3,4,8,14,49896.2485306,olej,WI46099
3,8,15,4,267111.016309,ropa,WI35874
3,4,5,12,262746.109781,olej,WI48237
3,8,11,9,143282.268759,ropa,WI85756
3,2,13,3,254342.507029,gaz,WI29358
3,5,16,12,207374.174724,gaz,WI38688
3,7,0,14,234559.726482,gaz,WI29749
3,1,1,1,212428.322209,ropa,WI34153
3,7,16,15,220868.43684,gaz,WI13546
3,4,11,12,269758.212611,ropa,WI60735
3,9,3,12,203975.430802,benzyna,WI78582
3,3,17,4,281118.338568,olej,WI23768
3,0,2,12,54260.4439643,benzyna,WI33273
3,7,17,2,159802.046993,benzyna,WI42511
3,7,7,1,81682.9223921,ropa,WI24663
3,8,12,10,202712.035637,olej,WI15355
3,7,1,6,172732.777918,gaz,WI22132
3,3,2,15,219936.114116,gaz,WI61571
3,8,4,3,170593.734657,gaz,WI88419
3,8,12,2,235508.706948,benzyna,WI88066
3,4,6,12,91796.0200192,olej,WI55295
3,5,18,2,219467.227223,ropa,WI71069
3,6,6,1,133175.698639,benzyna,WI60312
3,9,6,10,262983.283137,gaz,WI71241
3,1,4,14,161701.466319,benzyna,WI32086
3,6,7,1,117085.451898,gaz,WI80291
3,4,6,11,114621.276169,gaz,WI62281
3,4,6,2,261949.631772,ropa,WI19027
3,8,2,7,5872.79644558,olej,WI28223
3,6,15,6,186417.655707,gaz,WI21033
3,0,5,0,202816.386514,gaz,WI16494
3,9,13,8,143122.343391,olej,WI27920
3,7,8,9,273301.590805,benzyna,WI27675
3,9,11,6,267028.792531,olej,WI82380
3,0,2,9,42171.8520585,ropa,WI37898
3,0,8,7,168671.701152,gaz,WI60637
3,7,12,14,57303.7657404,benzyna,WI71245
3,2,2,3,225740.947629,olej,WI71454
3,8,17,3,149722.578643,olej,WI94945
3,7,4,12,234874.98715,olej,WI39589
3,4,10,13,194433.516325,benzyna,WI31001
3,9,10,4,179145.549468,olej,WI27250
3,2,0,11,185308.962201,benzyna,WI91016
3,9,9,13,220457.075322,ropa,WI66250
3,3,1,3,250171.567103,ropa,WI35861
3,2,2,8,244311.20142,olej,WI16173
3,0,10,11,228877.327631,benzyna,WI33331
3,1,15,15,47119.8686944,olej,WI14748
3,8,0,8,151981.640022,olej,WI23705
3,8,5,8,262292.720247,gaz,WI51059
3,3,4,11,38915.2354421,olej,WI11815
3,2,13,2,242846.90953,benzyna,WI71800
3,5,2,3,95214.3241818,ropa,WI22304
3,1,18,15,9382.32117266,olej,WI92735
3,2,9,3,159471.206976,olej,WI34881
3,5,15,3,61384.1169122,olej,WI79036
3,2,0,11,1279.01144036,olej,WI47735
3,2,0,2,183898.38154,ropa,WI52799
3,6,16,10,77345.1911094,gaz,WI38088
3,7,0,15,19767.2314373,ropa,WI30730
3,4,13,2,265505.890249,gaz,WI85918
3,9,0,15,17040.2201046,ropa,WI31832
3,3,1,6,91930.4589113,gaz,WI81446
3,0,2,14,268309.8924,olej,WI33736
3,5,1,1,256274.197823,olej,WI58814
3,9,3,2,121909.760031,gaz,WI22224
3,9,15,2,147809.763244,olej,WI73391
3,1,8,3,42553.3651224,olej,WI19162
3,6,13,8,291566.196662,olej,WI74905
3,7,2,9,165314.775669,gaz,WI42096
3,7,0,13,68403.4357628,ropa,WI16230
3,7,1,15,51664.7050405,benzyna,WI66236
3,9,0,8,198077.951289,olej,WI87118
3,7,16,6,135782.566574,ropa,WI76688
3,3,4,7,266720.517105,olej,WI54562
3,7,6,7,9819.09731546,olej,WI18086
3,0,13,15,58585.1230965,olej,WI81986
3,8,1,5,251205.511576,olej,WI66763
3,4,14,0,57988.5673214,gaz,WI96867
3,9,12,5,295682.369149,ropa,WI15385
3,1,4,7,103033.592447,benzyna,WI47802
3,1,7,13,23398.3158543,ropa,WI24643
3,9,5,12,155470.416647,olej,WI47570
3,7,6,14,293166.772053,benzyna,WI68019
3,8,0,7,181101.682035,ropa,WI25769
3,7,12,8,169561.288044,benzyna,WI69641
3,1,7,15,120118.128661,ropa,WI31681
3,4,8,9,290467.944867,ropa,WI13220
3,1,5,14,156295.7651,gaz,WI90642
3,2,17,1,230386.073815,benzyna,WI82726
3,1,0,5,245259.269128,gaz,WI58661
3,7,5,4,909.597565528,gaz,WI39870
3,8,15,1,277165.505632,ropa,WI66563
3,2,8,3,119169.189544,olej,WI61446
3,6,8,8,7339.79053823,olej,WI81229
3,1,8,3,241518.668606,gaz,WI30922
3,6,12,4,20414.7642599,gaz,WI86914
3,5,16,12,188201.768054,ropa,WI31856
3,5,3,2,176559.281605,benzyna,WI22273
3,8,14,11,273597.878956,olej,WI15059
3,1,6,11,162358.120438,gaz,WI37471
3,9,17,2,137672.25716,benzyna,WI80049
3,3,5,1,1832.40894707,ropa,WI73139
3,0,9,1,225857.527112,ropa,WI49229
3,5,5,7,11207.5614301,gaz,WI57115
3,1,15,12,235276.253575,ropa,WI24925
3,8,3,13,105377.757327,olej,WI85255
3,2,17,0,247831.681504,gaz,WI67676
3,6,1,8,1630.33078014,olej,WI98482
3,4,10,1,214352.110609,ropa,WI95798
3,9,3,11,42302.9673185,ropa,WI63611
3,3,4,13,77963.4164792,ropa,WI62505
3,3,16,5,62683.2080815,olej,WI65890
3,8,3,5,169239.37431,benzyna,WI31648
3,3,12,7,15221.346944,benzyna,WI93031
3,8,18,9,286981.386022,gaz,WI68478
3,4,17,6,132270.099338,ropa,WI59843
3,3,16,1,33205.3359535,ropa,WI42096
3,1,9,12,109595.788467,benzyna,WI86575
3,2,13,15,272826.38694,benzyna,WI37183
3,2,3,7,225825.840145,olej,WI28299
3,0,16,15,131522.398776,olej,WI78329
3,0,15,8,208215.123741,ropa,WI53775
3,6,9,11,32357.5669573,olej,WI99333
3,2,14,10,74413.6377011,benzyna,WI59663
3,9,4,11,278719.889917,gaz,WI94515
3,7,15,12,100295.608891,gaz,WI70570
3,7,10,15,51833.1668237,ropa,WI25130
3,7,16,7,121364.373299,ropa,WI12140
3,9,14,4,227735.587045,benzyna,WI36051
3,7,6,10,137744.703825,benzyna,WI17243
3,0,11,12,213363.804438,gaz,WI33350
3,2,15,14,18181.6115569,ropa,WI52005
3,8,13,7,10120.0907401,gaz,WI57370
3,6,16,10,168948.77765,benzyna,WI96444
3,1,3,9,269910.988377,ropa,WI75135
3,8,14,1,126167.23223,gaz,WI87576
3,3,18,5,173423.162679,olej,WI48817
3,9,10,1,118886.759458,ropa,WI40637
3,8,9,4,83726.164298,benzyna,WI44446
3,2,3,8,271523.757865,ropa,WI51030
3,2,0,6,155792.003697,gaz,WI42349
3,1,18,4,24453.9494274,ropa,WI17498
3,4,1,5,82690.9028044,ropa,WI12578
3,8,5,15,22147.6801549,ropa,WI36653
3,3,2,6,274509.314402,olej,WI82775
3,4,8,2,196795.645332,ropa,WI21124
3,7,18,15,13378.3441892,olej,WI81885
3,9,1,13,199293.590056,olej,WI36464
3,5,18,7,15653.590278,ropa,WI28503
3,0,8,4,157695.909083,gaz,WI45638
3,7,12,15,22605.1054936,gaz,WI70824
3,5,13,1,116782.922886,olej,WI98095
3,5,3,15,272928.349996,ropa,WI80519
3,3,10,8,218978.224871,benzyna,WI69653
3,0,18,11,91216.780219,ropa,WI80158
3,1,17,2,271396.196192,benzyna,WI33601
3,4,17,10,75050.271274,gaz,WI71364
3,1,6,0,188764.126225,ropa,WI70929
3,0,5,6,261366.292051,gaz,WI27800
3,6,1,10,67825.4964374,gaz,WI13326
3,7,18,10,229578.243385,gaz,WI32728
3,2,17,15,237243.141041,olej,WI58650
3,2,17,0,274324.864686,olej,WI42360
3,1,11,6,234693.184353,gaz,WI13812
3,1,8,8,64784.6579672,olej,WI76414
3,1,4,14,294314.780853,olej,WI37910
3,9,5,8,80106.0191016,olej,WI57974
3,2,17,12,186633.707352,olej,WI24051
3,0,16,3,148844.812945,benzyna,WI13336
3,8,15,15,42643.9026282,benzyna,WI84751
3,6,16,13,192405.660924,gaz,WI85298
3,1,13,1,37423.3744471,gaz,WI37116
3,4,9,6,158395.934642,benzyna,WI54369
3,9,17,4,114001.646186,olej,WI67012
3,5,2,7,28281.045363,ropa,WI40004
3,0,11,0,276815.04773,gaz,WI50837
3,1,8,7,235429.243106,gaz,WI15032
3,8,18,11,99095.5723939,benzyna,WI95634
3,5,16,7,218913.895055,ropa,WI54113
3,0,16,4,142860.428452,benzyna,WI48567
3,7,12,6,284991.653097,olej,WI54254
3,9,8,4,65879.5566325,benzyna,WI23090
3,8,10,13,60752.1559018,olej,WI75368
3,2,4,14,181404.496003,ropa,WI62675
3,1,10,15,1716.2903437,olej,WI20983
3,3,4,5,155180.575939,olej,WI93627
3,1,4,2,294022.867611,ropa,WI51375
3,1,4,13,218704.810778,benzyna,WI82743
3,6,8,6,88085.123175,gaz,WI99345
3,1,5,14,236022.746956,benzyna,WI63945
3,0,10,14,62807.390417,gaz,WI59722
3,1,11,11,297839.901034,benzyna,WI89998
3,7,10,13,179462.502026,benzyna,WI24351
3,9,9,4,183960.42681,benzyna,WI95526
3,0,0,15,140764.43872,gaz,WI69196
3,5,14,3,37680.8078961,gaz,WI73964
3,0,8,0,159347.986059,benzyna,WI61070
3,6,6,2,266504.573535,ropa,WI21101
3,7,9,3,153905.747845,olej,WI80334
3,5,11,9,290577.081699,ropa,WI23301
3,0,0,12,16413.3120546,olej,WI73464
3,6,6,3,257782.560207,gaz,WI73108
3,9,12,0,254074.452617,olej,WI87453
3,4,2,2,9782.78726801,olej,WI35263
3,0,16,14,45289.7931803,ropa,WI46217
3,7,4,5,78567.2747597,ropa,WI74799
3,0,10,8,57260.4321864,benzyna,WI17715
3,5,7,11,108513.673597,benzyna,WI37459
3,2,9,15,177948.369314,olej,WI62194
3,3,17,0,19727.5986135,ropa,WI70300
3,7,4,5,213452.232485,benzyna,WI72435
3,0,12,3,8849.56544095,ropa,WI97164
3,3,13,1,53152.4202609,olej,WI69497
3,1,6,12,50734.8704187,olej,WI94206
3,0,14,9,181665.026848,ropa,WI72966
3,8,2,6,134370.600283,olej,WI77094
3,9,5,5,265749.462687,gaz,WI59463
3,0,12,12,277931.267858,olej,WI60290
3,7,2,15,133071.422468,gaz,WI65196
3,0,0,9,13799.9019268,benzyna,WI90651
3,9,7,0,94570.7747971,gaz,WI72924
3,8,9,0,97098.9006296,benzyna,WI82030
3,0,4,14,151086.47305,benzyna,WI60464
3,0,6,15,128211.644104,ropa,WI92436
3,4,15,0,69572.3717422,ropa,WI61449
3,6,17,1,151884.706868,ropa,WI48451
3,1,12,11,88275.9542033,benzyna,WI75663
3,0,6,12,61832.7553107,gaz,WI90207
3,8,7,11,128651.949693,gaz,WI76154
3,6,1,8,87379.6627975,ropa,WI70135
3,3,17,8,135973.518947,benzyna,WI38808
3,4,5,4,145882.435541,gaz,WI98364
3,1,7,0,85038.867574,benzyna,WI91208
3,2,2,11,115021.288134,benzyna,WI48579
3,5,6,5,164998.657559,ropa,WI11947
3,9,1,15,281636.676893,gaz,WI12718
3,6,7,11,179637.568638,ropa,WI15176
3,9,12,8,200257.55071,benzyna,WI56906
3,9,2,4,190044.946986,benzyna,WI50224
3,0,14,15,60798.2527271,olej,WI69998
3,0,2,2,50970.6476674,benzyna,WI80656
3,4,11,10,63098.9925337,benzyna,WI79818
3,0,13,2,299668.913754,benzyna,WI95052
3,9,8,14,125692.102979,gaz,WI52699
3,8,10,5,179363.461947,gaz,WI57458
3,7,6,8,149615.486986,gaz,WI38969
3,1,10,0,124667.943888,ropa,WI81885
3,9,13,13,81491.0282938,gaz,WI12070
3,2,6,9,177601.201282,gaz,WI83302
3,8,4,6,214152.125114,gaz,WI75858
3,1,6,4,162945.511276,benzyna,WI65089
3,7,7,11,69425.5761392,ropa,WI12284
3,1,12,1,91904.5560667,olej,WI78549
3,6,4,0,213770.704996,gaz,WI46509
3,5,15,9,106989.715004,benzyna,WI60059
3,5,0,9,70962.8526019,olej,WI99283
3,5,1,12,227409.609945,olej,WI57657
3,4,18,10,52265.0089879,olej,WI19962
3,4,15,6,172617.50788,olej,WI83498
3,5,16,6,49333.7156959,benzyna,WI78849
3,3,9,4,288545.296167,benzyna,WI92391
3,6,3,0,195585.082745,gaz,WI25777
3,0,5,15,55189.6615158,benzyna,WI95278
3,6,7,10,175863.330729,gaz,WI11828
3,7,0,5,199087.484225,ropa,WI44684
3,6,4,14,97606.4603666,ropa,WI86579
3,9,4,9,5965.93408991,ropa,WI26677
3,3,16,14,231144.228445,olej,WI20436
3,4,10,8,222321.700892,benzyna,WI86274
3,6,15,14,39079.6164973,olej,WI72730
3,2,9,7,108927.84184,ropa,WI24551
3,4,12,12,12049.0348125,ropa,WI52371
3,7,16,12,189351.546922,benzyna,WI43515
3,9,2,7,54067.2294385,olej,WI28947
3,8,10,8,157957.743313,benzyna,WI67713
3,0,5,2,238197.330184,benzyna,WI29806
3,9,8,9,130745.710678,olej,WI36824
3,9,3,2,297702.018886,benzyna,WI22367
3,9,18,4,224799.297936,ropa,WI94356
3,6,5,5,167143.850004,benzyna,WI68072
3,7,16,1,108581.42775,benzyna,WI83342
3,0,5,14,98051.1449262,olej,WI80107
3,9,6,14,76077.8039556,ropa,WI36441
3,3,6,6,928.121629595,olej,WI85683
3,3,4,13,74958.3726754,benzyna,WI55542
3,8,12,7,40938.8000961,benzyna,WI26084
3,9,17,5,298532.602282,gaz,WI88703
3,3,15,5,265972.78345,benzyna,WI79439
3,3,11,3,25780.3338929,ropa,WI61374
3,6,15,15,198136.846907,gaz,WI32519
3,8,5,2,215170.24622,benzyna,WI56504
3,6,2,7,110384.939901,olej,WI89869
3,9,13,12,222405.655049,olej,WI52080
3,9,6,0,259672.707302,olej,WI60081
3,0,2,14,51629.7422837,benzyna,WI43423
3,4,16,14,63841.9388805,olej,WI40519
3,8,4,6,221594.185638,gaz,WI80691
3,0,12,13,144780.05202,olej,WI11478
3,9,8,8,64105.2325223,ropa,WI16233
3,4,4,7,142738.280268,olej,WI69964
3,7,8,9,193764.675652,benzyna,WI89980
3,3,17,8,226982.76995,ropa,WI72771
3,3,1,5,75374.9714628,ropa,WI69907
3,6,18,15,280504.113524,ropa,WI17565
3,3,17,3,86806.7631697,benzyna,WI45226
3,6,17,14,154912.149287,ropa,WI41912
3,6,11,8,46709.0644601,ropa,WI57873
3,1,15,6,237282.100011,benzyna,WI92693
3,6,15,11,173766.766273,benzyna,WI50349
3,5,10,9,163144.783433,gaz,WI95462
3,8,8,5,128004.986996,ropa,WI36233
3,3,16,8,165916.365141,benzyna,WI87937
3,7,8,12,132631.0376,gaz,WI72203
3,0,14,14,84826.9596839,ropa,WI22906
3,1,3,12,183574.337956,olej,WI19267
3,1,4,12,297845.983809,gaz,WI27227
3,9,2,0,15109.185244,ropa,WI37576
3,9,1,15,121105.996745,olej,WI17424
3,3,15,2,209014.81334,ropa,WI93182
3,1,12,11,274811.217413,gaz,WI36471
3,2,5,7,295600.418417,olej,WI68290
3,2,2,2,234296.92118,benzyna,WI79886
3,3,13,2,10597.6672335,benzyna,WI26584
3,2,1,2,158246.525662,benzyna,WI67939
3,2,0,15,171548.107705,olej,WI86959
3,5,8,3,36580.3411756,gaz,WI69783
3,9,6,0,268157.436605,benzyna,WI13984
3,6,8,0,128054.80136,gaz,WI51346
3,6,7,7,94137.3218821,benzyna,WI54698
3,4,4,1,61227.4261748,ropa,WI63432
3,4,11,11,266803.939473,olej,WI20742
3,7,18,1,182075.577554,ropa,WI29183
3,1,11,12,108313.570039,olej,WI58814
3,5,18,6,7049.70513369,benzyna,WI23800
3,2,6,11,58189.1641952,gaz,WI93766
3,8,4,12,259892.032154,gaz,WI43167
3,8,8,14,32719.9572541,olej,WI37259
3,9,2,2,254362.608782,benzyna,WI54292
3,8,7,3,17520.5189696,benzyna,WI93083
3,4,5,13,210407.46147,ropa,WI24527
3,9,3,5,246542.236561,olej,WI20624
3,8,6,13,237386.407347,ropa,WI24109
3,6,16,12,224671.397892,benzyna,WI55528
3,5,17,1,72724.5612111,ropa,WI61713
3,2,16,13,113163.340895,olej,WI96183
3,0,9,4,206373.027381,olej,WI67015
3,4,3,13,208353.002122,olej,WI32720
3,4,5,5,88420.235375,ropa,WI27616
3,3,16,5,29329.7565951,benzyna,WI70502
3,8,7,7,50015.3598826,olej,WI15122
3,7,14,4,72653.9382009,ropa,WI78095
3,3,2,3,44119.4851655,ropa,WI48445
3,3,4,5,238620.843291,gaz,WI30183
3,4,9,11,145961.362751,benzyna,WI49685
3,4,2,10,67040.9767755,ropa,WI38623
3,0,5,6,123369.511097,olej,WI27536
3,2,17,3,109496.77195,ropa,WI88264
3,2,16,14,123931.099409,olej,WI25811
3,9,1,3,299158.388001,ropa,WI10157
3,1,11,12,265107.415196,benzyna,WI83127
3,7,13,5,98787.8176988,gaz,WI52579
3,3,11,11,20333.9507756,olej,WI10920
3,8,7,6,211203.233023,gaz,WI16878
3,2,14,2,200762.106199,gaz,WI83027
3,4,4,6,285538.547555,ropa,WI58871
3,3,3,4,298514.900233,gaz,WI49522
3,5,11,15,9100.9242271,gaz,WI54645
3,3,12,8,81159.2333998,ropa,WI51221
3,3,12,13,55203.5461659,ropa,WI66303
3,1,4,2,172430.07105,olej,WI90523
3,4,13,12,246990.065137,olej,WI55253
3,2,1,0,144269.665902,olej,WI66548
3,3,18,15,122143.11774,gaz,WI58860
3,9,13,13,177904.40083,benzyna,WI19525
3,8,12,9,236072.15667,benzyna,WI96505
3,5,16,4,68698.5317306,ropa,WI76342
3,8,9,10,12434.0248571,olej,WI64127
3,2,2,0,267284.648571,ropa,WI86009
3,8,8,13,37484.9214852,benzyna,WI10513
